Publication of the Criminal Law ; https://w3id.org/ontouml#event ;  
Intimate Private Media Object with Uploading Consent ; https://w3id.org/ontouml#roleMixin ;  
NaturalPerson ; https://w3id.org/ontouml#kind ;  
Public Media Object ; https://w3id.org/ontouml#category ;  
Perpetrator ; https://w3id.org/ontouml#role ;  
Depicted Person in Intimacy ; https://w3id.org/ontouml#role ;  
Publisher ; https://w3id.org/ontouml#role ;  
Right to Privacy of Intimate Media Object ; https://w3id.org/ontouml#mode ;  
Violated Right to Privacy of Intimate Media Object ; https://w3id.org/ontouml#mode ;  
Violation of Depicted Person's Right to Privacy ; https://w3id.org/ontouml#relator ;  
Violated Duty to Keep the Intimate Media Object Privately ; https://w3id.org/ontouml#mode ;  
Private Media Object's Uploading ; https://w3id.org/ontouml#relator ;  
Private Intimate Media Object ; https://w3id.org/ontouml#category ;  
Accessed Private Intimate Media Object without Consent ; https://w3id.org/ontouml#role ;  
Digital Platform ; https://w3id.org/ontouml#kind ;  
Media Object ; https://w3id.org/ontouml#category ;  
Access the Published Private Intimate Media ; https://w3id.org/ontouml#event ;  
Lead ; https://w3id.org/ontouml#phase ;  
Prospect ; https://w3id.org/ontouml#phase ;  
Engage ; https://w3id.org/ontouml#event ;  
Attract ; https://w3id.org/ontouml#event ;  
CustomerJourneyExperience ; https://w3id.org/ontouml#mode ;  
Strategy ; https://w3id.org/ontouml#event ;  
BuyerPersona ; https://w3id.org/ontouml#kind ;  
Advocacy ; https://w3id.org/ontouml#phase ;  
CustomerRelationshipActivity ; https://w3id.org/ontouml#event ;  
Analytic ; https://w3id.org/ontouml#event ;  
Faithful ; https://w3id.org/ontouml#phase ;  
Stranger ; https://w3id.org/ontouml#phase ;  
CustomerJourneyActivity ; https://w3id.org/ontouml#event ;  
Organization ; https://w3id.org/ontouml#kind ;  
Market ; https://w3id.org/ontouml#collective ;  
InformationElement ; https://w3id.org/ontouml#kind ;  
Decision ; https://w3id.org/ontouml#phase ;  
ValueProposition ; https://w3id.org/ontouml#relator ;  
DigitalChannel ; https://w3id.org/ontouml#subkind ;  
Channel ; https://w3id.org/ontouml#kind ;  
PhysicalChannel ; https://w3id.org/ontouml#subkind ;  
Delight ; https://w3id.org/ontouml#event ;  
Awareness ; https://w3id.org/ontouml#phase ;  
Consideration ; https://w3id.org/ontouml#phase ;  
CustomerRelationshipStatus ; https://w3id.org/ontouml#relator ;  
Consumption ; https://w3id.org/ontouml#phase ;  
Customer ; https://w3id.org/ontouml#phase ;  
Promoter ; https://w3id.org/ontouml#phase ;  
Loyal ; https://w3id.org/ontouml#phase ;  
Debit Commitment ; https://w3id.org/ontouml#subkind ;  
Asset ; https://w3id.org/ontouml#phase ;  
Economic Commitment ; https://w3id.org/ontouml#kind ;  
Equity ; https://w3id.org/ontouml#phase ;  
Economic Event ; https://w3id.org/ontouml#event ;  
Off Balance ; https://w3id.org/ontouml#phase ;  
Derivative Instrument ; https://w3id.org/ontouml#collective ;  
Debit Event ; https://w3id.org/ontouml#subkind ;  
Economic Resource ; https://w3id.org/ontouml#kind ;  
Credit Commitment ; https://w3id.org/ontouml#subkind ;  
Balance Duality (Spot Market Contract) ; https://w3id.org/ontouml#relator ;  
Liability ; https://w3id.org/ontouml#phase ;  
Planning and Control Policy ; https://w3id.org/ontouml#kind ;  
Uncertainty Sample Space ; https://w3id.org/ontouml#kind ;  
Plan Event Tree ; https://w3id.org/ontouml#event ;  
Credit Event ; https://w3id.org/ontouml#subkind ;  
Balanced Reciprocity (Future Market Contract) ; https://w3id.org/ontouml#relator ;  
Economic Agent ; https://w3id.org/ontouml#kind ;  
Awarded Work ; https://w3id.org/ontouml#roleMixin ;  
Sculpture ; https://w3id.org/ontouml#kind ;  
Golden Eagle ; https://w3id.org/ontouml#subkind ;  
Commissioned ; https://w3id.org/ontouml#phase ;  
Bird ; https://w3id.org/ontouml#kind ;  
Panama-class Ship ; https://w3id.org/ontouml#subkind ;  
Painter ; https://w3id.org/ontouml#role ;  
Person ; https://w3id.org/ontouml#kind ;  
Book ; https://w3id.org/ontouml#type ;  
Painting ; https://w3id.org/ontouml#kind ;  
On Route ; https://w3id.org/ontouml#phase ;  
Writer ; https://w3id.org/ontouml#role ;  
Person ; https://w3id.org/ontouml#kind ;  
Size ; https://w3id.org/ontouml#quality ;  
Permanent ; https://w3id.org/ontouml#phase ;  
Captain ; https://w3id.org/ontouml#role ;  
Least Concern Species ; https://w3id.org/ontouml#phase ;  
Current Ship Type ; https://w3id.org/ontouml#phase ;  
Ship Class by Size ; https://w3id.org/ontouml#subkind ;  
Public Domain Work ; https://w3id.org/ontouml#phaseMixin ;  
Emperor Penguin ; https://w3id.org/ontouml#subkind ;  
Decommissioned ; https://w3id.org/ontouml#phase ;  
Assignment ; https://w3id.org/ontouml#relator ;  
Licensing ; https://w3id.org/ontouml#relator ;  
Copyrighted Work ; https://w3id.org/ontouml#phaseMixin ;  
Author ; https://w3id.org/ontouml#roleMixin ;  
Publisher ; https://w3id.org/ontouml#roleMixin ;  
Ship Type ; https://w3id.org/ontouml#type ;  
Agent ; https://w3id.org/ontouml#category ;  
Captain License ; https://w3id.org/ontouml#mode ;  
Book Authorship ; https://w3id.org/ontouml#relator ;  
Organization ; https://w3id.org/ontouml#kind ;  
Canal Restrictions ; https://w3id.org/ontouml#relator ;  
Canal ; https://w3id.org/ontouml#kind ;  
Suez-class Ship ; https://w3id.org/ontouml#subkind ;  
Discontinued Ship Type ; https://w3id.org/ontouml#phase ;  
Discovery Entitlement ; https://w3id.org/ontouml#relator ;  
License Holder ; https://w3id.org/ontouml#roleMixin ;  
Recognized Species ; https://w3id.org/ontouml#role ;  
Person ; https://w3id.org/ontouml#kind ;  
Sculptor ; https://w3id.org/ontouml#role ;  
Licensed Ship Type ; https://w3id.org/ontouml#role ;  
Book Copy ; https://w3id.org/ontouml#kind ;  
Temporary ; https://w3id.org/ontouml#phase ;  
Extinct Species ; https://w3id.org/ontouml#phase ;  
Edition Publishing ; https://w3id.org/ontouml#relator ;  
Bird Species ; https://w3id.org/ontouml#type ;  
Threatened Species ; https://w3id.org/ontouml#phase ;  
Creative Work ; https://w3id.org/ontouml#category ;  
Discoverer ; https://w3id.org/ontouml#role ;  
Ship ; https://w3id.org/ontouml#kind ;  
Liability Account ; https://w3id.org/ontouml#subkind ;  
Asset Account ; https://w3id.org/ontouml#subkind ;  
Cost Pool ; https://w3id.org/ontouml#subkind ;  
Expense Account ; https://w3id.org/ontouml#subkind ;  
Activity Pool ; https://w3id.org/ontouml#subkind ;  
Liability ; https://w3id.org/ontouml#phase ;  
Activity Cost Driver ; https://w3id.org/ontouml#relator ;  
Finished Good ; https://w3id.org/ontouml#subkind ;  
Credit Event ; https://w3id.org/ontouml#subkind ;  
Revenue Account ; https://w3id.org/ontouml#subkind ;  
Equity Account ; https://w3id.org/ontouml#subkind ;  
Capacity Resource ; https://w3id.org/ontouml#subkind ;  
Equity ; https://w3id.org/ontouml#phase ;  
Balanced Duality ; https://w3id.org/ontouml#relator ;  
Resource Cost Driver ; https://w3id.org/ontouml#relator ;  
REA Duality ; https://w3id.org/ontouml#relator ;  
... ; https://w3id.org/ontouml#subkind ;  
Routing ; https://w3id.org/ontouml#relator ;  
Production Volume ; https://w3id.org/ontouml#kind ;  
Operating Expense ; https://w3id.org/ontouml#kind ;  
Activity Level ; https://w3id.org/ontouml#kind ;  
Economic Resource ; https://w3id.org/ontouml#kind ;  
Economic Agent ; https://w3id.org/ontouml#kind ;  
Decrement Event ; https://w3id.org/ontouml#subkind ;  
Bill of Material ; https://w3id.org/ontouml#relator ;  
.... ; https://w3id.org/ontouml#subkind ;  
General Ledger Account ; https://w3id.org/ontouml#kind ;  
Material Resource ; https://w3id.org/ontouml#subkind ;  
Planning Period ; https://w3id.org/ontouml#kind ;  
Equipment ; https://w3id.org/ontouml#subkind ;  
Economic Event ; https://w3id.org/ontouml#kind ;  
Data Pool ; https://w3id.org/ontouml#kind ;  
Activity ; https://w3id.org/ontouml#kind ;  
Personnel ; https://w3id.org/ontouml#subkind ;  
Asset ; https://w3id.org/ontouml#phase ;  
Claim ; https://w3id.org/ontouml#phase ;  
Raw Material ; https://w3id.org/ontouml#subkind ;  
Debit Event ; https://w3id.org/ontouml#subkind ;  
Increment Event ; https://w3id.org/ontouml#subkind ;  
Etc ; https://w3id.org/ontouml#kind ;  
Planning ; https://w3id.org/ontouml#category ;  
Encounter ; https://w3id.org/ontouml#relator ;  
Match ; https://w3id.org/ontouml#category ;  
Game ; https://w3id.org/ontouml#kind ;  
Session ; https://w3id.org/ontouml#collective ;  
Mission ; https://w3id.org/ontouml#collective ;  
State ; https://w3id.org/ontouml#mode ;  
Action ; https://w3id.org/ontouml#UFO-C ;  
Adventure ; https://w3id.org/ontouml#mode ;  
Event ; https://w3id.org/ontouml#UFO-B ;  
Scenario ; https://w3id.org/ontouml#subkind ;  
Campaign ; https://w3id.org/ontouml#mode ;  
Location ; https://w3id.org/ontouml#kind ;  
Equipment ; https://w3id.org/ontouml#kind ;  
Player ; https://w3id.org/ontouml#role ;  
NonPlayerCharacter ; https://w3id.org/ontouml#kind ;  
Entity ; https://w3id.org/ontouml#category ;  
Consumable ; https://w3id.org/ontouml#kind ;  
Goal ; https://w3id.org/ontouml#UFO-C ;  
DigitalGame ; https://w3id.org/ontouml#kind ;  
Character ; https://w3id.org/ontouml#kind ;  
Object ; https://w3id.org/ontouml#category ;  
postalAddress ; https://w3id.org/ontouml#quality ;  
profileUserAge ; https://w3id.org/ontouml#quality ;  
sportOrganizationMember ; https://w3id.org/ontouml#role ;  
numberOfRooms ; https://w3id.org/ontouml#quality ;  
hospital ; https://w3id.org/ontouml#subkind ;  
store ; https://w3id.org/ontouml#kind ;  
teachingAssistant ; https://w3id.org/ontouml#role ;  
profileView ; https://w3id.org/ontouml#subkind ;  
bedroomAmentity ; https://w3id.org/ontouml#subkind ;  
nearbyHouseFacilities ; https://w3id.org/ontouml#quality ;  
organization ; https://w3id.org/ontouml#category ;  
postInteraction ; https://w3id.org/ontouml#relator ;  
services ; https://w3id.org/ontouml#subkind ;  
sportLocation ; https://w3id.org/ontouml#kind ;  
postLabeling ; https://w3id.org/ontouml#subkind ;  
professor ; https://w3id.org/ontouml#role ;  
amenity ; https://w3id.org/ontouml#kind ;  
ownProfileInteraction ; https://w3id.org/ontouml#relator ;  
discountPost ; https://w3id.org/ontouml#kind ;  
image ; https://w3id.org/ontouml#kind ;  
Profile ; https://w3id.org/ontouml#kind ;  
postComment ; https://w3id.org/ontouml#subkind ;  
postDeletion ; https://w3id.org/ontouml#subkind ;  
houseLocation ; https://w3id.org/ontouml#subkind ;  
neutralSport ; https://w3id.org/ontouml#subkind ;  
summerSport ; https://w3id.org/ontouml#subkind ;  
sportActivity ; https://w3id.org/ontouml#kind ;  
sportEvent ; https://w3id.org/ontouml#kind ;  
location ; https://w3id.org/ontouml#kind ;  
profileName ; https://w3id.org/ontouml#quality ;  
indoor ; https://w3id.org/ontouml#subkind ;  
eventHostsBoard ; https://w3id.org/ontouml#relator ;  
phdStudent ; https://w3id.org/ontouml#role ;  
profilePicture ; https://w3id.org/ontouml#quality ;  
storeLocation ; https://w3id.org/ontouml#subkind ;  
universityBoard ; https://w3id.org/ontouml#relator ;  
product ; https://w3id.org/ontouml#kind ;  
video ; https://w3id.org/ontouml#kind ;  
parkArea ; https://w3id.org/ontouml#subkind ;  
postSearch ; https://w3id.org/ontouml#subkind ;  
school ; https://w3id.org/ontouml#subkind ;  
person ; https://w3id.org/ontouml#kind ;  
locationCollection ; https://w3id.org/ontouml#collective ;  
housingAdPost ; https://w3id.org/ontouml#kind ;  
winterSport ; https://w3id.org/ontouml#subkind ;  
bathroomAmenity ; https://w3id.org/ontouml#subkind ;  
postEditing ; https://w3id.org/ontouml#subkind ;  
ownProfileEditing ; https://w3id.org/ontouml#subkind ;  
profileSearch ; https://w3id.org/ontouml#subkind ;  
text ; https://w3id.org/ontouml#kind ;  
ownProfileDetetion ; https://w3id.org/ontouml#subkind ;  
EducationalOrganization ; https://w3id.org/ontouml#category ;  
ownProfileView ; https://w3id.org/ontouml#subkind ;  
profileMessage ; https://w3id.org/ontouml#subkind ;  
amenitiesCollection ; https://w3id.org/ontouml#collective ;  
SportActivityPost ; https://w3id.org/ontouml#kind ;  
date ; https://w3id.org/ontouml#quality ;  
user ; https://w3id.org/ontouml#role ;  
productRegularPrice ; https://w3id.org/ontouml#phase ;  
discountAmount ; https://w3id.org/ontouml#quantity ;  
postAuthor ; https://w3id.org/ontouml#role ;  
postInteractor ; https://w3id.org/ontouml#role ;  
othersProfileInteraction ; https://w3id.org/ontouml#relator ;  
audio ; https://w3id.org/ontouml#kind ;  
kitchenAmenity ; https://w3id.org/ontouml#subkind ;  
sportOrganization ; https://w3id.org/ontouml#kind ;  
post ; https://w3id.org/ontouml#category ;  
event ; https://w3id.org/ontouml#category ;  
pub ; https://w3id.org/ontouml#subkind ;  
sportorganizationBoard ; https://w3id.org/ontouml#relator ;  
entertainmentAmentity ; https://w3id.org/ontouml#subkind ;  
profileEmail ; https://w3id.org/ontouml#quality ;  
rating ; https://w3id.org/ontouml#quality ;  
postCreation ; https://w3id.org/ontouml#relator ;  
profileSpokenLanguage ; https://w3id.org/ontouml#quality ;  
outdoor ; https://w3id.org/ontouml#subkind ;  
housePrice ; https://w3id.org/ontouml#quality ;  
masterStudent ; https://w3id.org/ontouml#role ;  
houseNumOfOccupants ; https://w3id.org/ontouml#quality ;  
clothing ; https://w3id.org/ontouml#subkind ;  
food ; https://w3id.org/ontouml#subkind ;  
profileInteractor ; https://w3id.org/ontouml#role ;  
profileLearningLanguage ; https://w3id.org/ontouml#quality ;  
productDiscount ; https://w3id.org/ontouml#phase ;  
bachelorStudent ; https://w3id.org/ontouml#role ;  
postRating ; https://w3id.org/ontouml#subkind ;  
university ; https://w3id.org/ontouml#kind ;  
house ; https://w3id.org/ontouml#kind ;  
appRegistration ; https://w3id.org/ontouml#relator ;  
label ; https://w3id.org/ontouml#quality ;  
creativeWork ; https://w3id.org/ontouml#category ;  
InactiveClass ; https://w3id.org/ontouml#phase ;  
SuspendedStudent ; https://w3id.org/ontouml#phase ;  
InactiveCurriculum ; https://w3id.org/ontouml#phase ;  
Person ; https://w3id.org/ontouml#kind ;  
Department ; https://w3id.org/ontouml#subkind ;  
ActiveClass ; https://w3id.org/ontouml#phase ;  
CourseCoordinator ; https://w3id.org/ontouml#role ;  
Colegiado ; https://w3id.org/ontouml#role ;  
Class ; https://w3id.org/ontouml#role ;  
DepartmentChief ; https://w3id.org/ontouml#role ;  
Curriculum ; https://w3id.org/ontouml#kind ;  
EgressStudent ; https://w3id.org/ontouml#phase ;  
Semester ; https://w3id.org/ontouml#quality ;  
Year ; https://w3id.org/ontouml#datatype ;  
Higher Education Institution ; https://w3id.org/ontouml#subkind ;  
ClassEnrollment ; https://w3id.org/ontouml#relator ;  
Discipline ; https://w3id.org/ontouml#kind ;  
Student ; https://w3id.org/ontouml#role ;  
Center ; https://w3id.org/ontouml#subkind ;  
Date ; https://w3id.org/ontouml#datatype ;  
ProfessorMandate ; https://w3id.org/ontouml#relator ;  
RegularStudent ; https://w3id.org/ontouml#phase ;  
ActiveProfessor ; https://w3id.org/ontouml#phase ;  
InactiveProfessor ; https://w3id.org/ontouml#phase ;  
Organization ; https://w3id.org/ontouml#kind ;  
Parity ; https://w3id.org/ontouml#datatype ;  
StudentMandate ; https://w3id.org/ontouml#relator ;  
Enrollment ; https://w3id.org/ontouml#relator ;  
Course ; https://w3id.org/ontouml#kind ;  
Professor ; https://w3id.org/ontouml#role ;  
Field ; https://w3id.org/ontouml#quality ;  
ActiveCurriculum ; https://w3id.org/ontouml#phase ;  
Lead Detective ; https://w3id.org/ontouml#role ;  
Criminal Investigation ; https://w3id.org/ontouml#relator ;  
Witness ; https://w3id.org/ontouml#role ;  
Detective ; https://w3id.org/ontouml#role ;  
Senior Detective ; https://w3id.org/ontouml#role ;  
Suspect ; https://w3id.org/ontouml#role ;  
Junior Detective ; https://w3id.org/ontouml#role ;  
Superintendent ; https://w3id.org/ontouml#role ;  
Interrogation ; https://w3id.org/ontouml#relator ;  
Person ; https://w3id.org/ontouml#kind ;  
A Sk Input - Sk AP Binded ; https://w3id.org/ontouml#role ;  
Flow Termination Source Output ; https://w3id.org/ontouml#kind ;  
Flow Termination Sink Output ; https://w3id.org/ontouml#kind ;  
Flow Termination Source ; https://w3id.org/ontouml#subkind ;  
Adaptation Source ; https://w3id.org/ontouml#subkind ;  
Flow Termination Sink ; https://w3id.org/ontouml#subkind ;  
Adaptation Sink ; https://w3id.org/ontouml#subkind ;  
Sink AP Binding ; https://w3id.org/ontouml#relator ;  
Adaptation Sink Input ; https://w3id.org/ontouml#kind ;  
FT So Input - So AP Binded ; https://w3id.org/ontouml#role ;  
Adaptation Function ; https://w3id.org/ontouml#kind ;  
Transport Processing Function ; https://w3id.org/ontouml#category ;  
Source AP ; https://w3id.org/ontouml#role ;  
A So Output - So AP Binding ; https://w3id.org/ontouml#role ;  
Flow Termination Source Input ; https://w3id.org/ontouml#kind ;  
Sink AP ; https://w3id.org/ontouml#role ;  
Adaptation Source Input ; https://w3id.org/ontouml#kind ;  
Adaptation Sink Output ; https://w3id.org/ontouml#kind ;  
FT Sk Output - Sk AP Binded ; https://w3id.org/ontouml#role ;  
Flow Termination Function ; https://w3id.org/ontouml#kind ;  
AP ; https://w3id.org/ontouml#kind ;  
Source AP Binding ; https://w3id.org/ontouml#relator ;  
Adaptation Source Output ; https://w3id.org/ontouml#kind ;  
Flow Termination Sink Input ; https://w3id.org/ontouml#kind ;  
Control ; https://w3id.org/ontouml#relator ;  
Caused State ; https://w3id.org/ontouml#situation ;  
Provider ; https://w3id.org/ontouml#Agent ;  
Intention ; https://w3id.org/ontouml#intention ;  
Value Proposition ; https://w3id.org/ontouml#relator ;  
Satisfaction Level ; https://w3id.org/ontouml#belief ;  
Capability ; https://w3id.org/ontouml#disposition ;  
Resource ; https://w3id.org/ontouml#object ;  
Value ; https://w3id.org/ontouml#proposition ;  
Action ; https://w3id.org/ontouml#event ;  
Problem Solution ; https://w3id.org/ontouml#goal ;  
Recipient ; https://w3id.org/ontouml#Agent ;  
biological_event ; https://w3id.org/ontouml#event ;  
biological_entity ; https://w3id.org/ontouml#category ;  
input ; https://w3id.org/ontouml#historicalRoleMixin ;  
string ; https://w3id.org/ontouml#datatype ;  
event ; https://w3id.org/ontouml#event ;  
regulator ; https://w3id.org/ontouml#historicalRoleMixin ;  
role_in_biological_event ; https://w3id.org/ontouml#type ;  
degraded_entity ; https://w3id.org/ontouml#phaseMixin ;  
int ; https://w3id.org/ontouml#datatype ;  
active_entity ; https://w3id.org/ontouml#phaseMixin ;  
pathway ; https://w3id.org/ontouml#event ;  
Entity_in_process ; https://w3id.org/ontouml#historicalRoleMixin ;  
participation_in_biological_event ; https://w3id.org/ontouml#event ;  
process ; https://w3id.org/ontouml#event ;  
output ; https://w3id.org/ontouml#historicalRoleMixin ;  
SubCategory ; https://w3id.org/ontouml#type ;  
Idea ; https://w3id.org/ontouml#kind ;  
Review Rating ; https://w3id.org/ontouml#mode ;  
Access Authorized Group ; https://w3id.org/ontouml#role ;  
Submited by Method ; https://w3id.org/ontouml#mode ;  
Related Idea ; https://w3id.org/ontouml#role ;  
Relatee ; https://w3id.org/ontouml#role ;  
Online Account ; https://w3id.org/ontouml#kind ;  
Contest with Access Authorization ; https://w3id.org/ontouml#role ;  
Metric ; https://w3id.org/ontouml#datatype ;  
Merging ; https://w3id.org/ontouml#relator ;  
Reviewer ; https://w3id.org/ontouml#role ;  
Draft ; https://w3id.org/ontouml#phase ;  
Submission Method ; https://w3id.org/ontouml#datatype ;  
User in a Group ; https://w3id.org/ontouml#role ;  
Accepted ; https://w3id.org/ontouml#phase ;  
Submission ; https://w3id.org/ontouml#relator ;  
Submitting User ; https://w3id.org/ontouml#role ;  
Review ; https://w3id.org/ontouml#relator ;  
User with Comment ; https://w3id.org/ontouml#role ;  
User with Idea ; https://w3id.org/ontouml#role ;  
Authorization ; https://w3id.org/ontouml#relator ;  
Creation ; https://w3id.org/ontouml#relator ;  
User ; https://w3id.org/ontouml#kind ;  
Rejected ; https://w3id.org/ontouml#phase ;  
Idea Contest Comment ; https://w3id.org/ontouml#relator ;  
Category ; https://w3id.org/ontouml#type ;  
Rating Range ; https://w3id.org/ontouml#datatype ;  
Write Authorization ; https://w3id.org/ontouml#relator ;  
Describes Part ; https://w3id.org/ontouml#relator ;  
User Group ; https://w3id.org/ontouml#collective ;  
Idea Comment ; https://w3id.org/ontouml#relator ;  
MinMax Rating Range ; https://w3id.org/ontouml#datatype ;  
Up Down Rating Range ; https://w3id.org/ontouml#datatype ;  
Submitted Idea ; https://w3id.org/ontouml#role ;  
User with Account ; https://w3id.org/ontouml#role ;  
Idea Category ; https://w3id.org/ontouml#type ;  
Similaree ; https://w3id.org/ontouml#role ;  
Rating Review ; https://w3id.org/ontouml#relator ;  
Account Ownership ; https://w3id.org/ontouml#relator ;  
Idea Updater User ; https://w3id.org/ontouml#role ;  
Describee ; https://w3id.org/ontouml#role ;  
