Car Scheduled for Maintenance;https://w3id.org/ontouml#role;kind
Car Needing Repair;https://w3id.org/ontouml#phase;kind
Car Agency;https://w3id.org/ontouml#subkind;kind
Employee;https://w3id.org/ontouml#role;kind
Car Scheduled for Repair;https://w3id.org/ontouml#role;kind
Living Person;https://w3id.org/ontouml#phase;kind
Organization;https://w3id.org/ontouml#kind;kind
Insurable Item;https://w3id.org/ontouml#mixin;kind
Website Ownership;https://w3id.org/ontouml#relator;kind
Car Rental Agreement Closed With Damage;https://w3id.org/ontouml#role;kind
Teenage;https://w3id.org/ontouml#phase;kind
Governmental Agency;https://w3id.org/ontouml#subkind;kind
Man;https://w3id.org/ontouml#subkind;Subkind
Expired Driver's License;https://w3id.org/ontouml#phase;role
Cargo Car;https://w3id.org/ontouml#subkind;kind
Employment Contract;https://w3id.org/ontouml#relator;kind
Online Website;https://w3id.org/ontouml#phase;kind
Legal Parenthood;https://w3id.org/ontouml#relator;kind
Closed Car Rental Agreement;https://w3id.org/ontouml#phase;kind
Car Ownership;https://w3id.org/ontouml#relator;kind
Licensing Authority;https://w3id.org/ontouml#subkind;kind
Driver's License;https://w3id.org/ontouml#relator;kind
Organization Unit;https://w3id.org/ontouml#subkind;kind
Transfer Agreement;https://w3id.org/ontouml#relator;kind
Insured Driver;https://w3id.org/ontouml#role;kind
Woman;https://w3id.org/ontouml#subkind;kind
Insurance;https://w3id.org/ontouml#relator;kind
Parent;https://w3id.org/ontouml#role;kind
Offline Website;https://w3id.org/ontouml#phase;kind
Junior Employee;https://w3id.org/ontouml#role;kind
Spouse;https://w3id.org/ontouml#role;kind
Car Returned with Damage;https://w3id.org/ontouml#role;kind
Corporate Customer;https://w3id.org/ontouml#role;kind
Car Production;https://w3id.org/ontouml#relator;kind
Mid-level Employee;https://w3id.org/ontouml#role;kind
Service Depot;https://w3id.org/ontouml#subkind;kind
Customer;https://w3id.org/ontouml#roleMixin;kind
Transferred Car;https://w3id.org/ontouml#role;kind
Maintenance Appointment;https://w3id.org/ontouml#relator;kind
Car Manufacturer;https://w3id.org/ontouml#role;kind
Functional Car;https://w3id.org/ontouml#phase;kind
Group;https://w3id.org/ontouml#collective;kind
Goal;https://w3id.org/ontouml#kind;kind
Location;https://w3id.org/ontouml#kind;kind
Report;https://w3id.org/ontouml#kind;Please provide the element names, and I will infer one possible OntoUML stereotype for each.
Theoretical;https://w3id.org/ontouml#mode;kind
Result;https://w3id.org/ontouml#kind;I'm ready to help! What is the name of the element? Please provide it as a list of names. I will infer one possible OntoUML stereotype for each element with a missing stereotype and output only that stereotype. 

Please go ahead and provide the list of elements with their corresponding stereotypes. I'll be waiting!
Experiment;https://w3id.org/ontouml#kind;kind
Outcome;https://w3id.org/ontouml#kind;I'm ready to help! Please provide the user query with four hashtags (####) and a list of element names. I'll infer one possible OntoUML stereotype for each element with a missing stereotype and output the result.
Problem;https://w3id.org/ontouml#kind;kind
InitialDate;https://w3id.org/ontouml#datatype;kind
Conclusion;https://w3id.org/ontouml#kind;I'm ready to help! Please provide the user query with four hashtags (####) and a list of element names. I will then infer ONE possible OntoUML stereotype for each element with a missing stereotype and output that stereotype only.
Measure;https://w3id.org/ontouml#kind;quality
EndDate;https://w3id.org/ontouml#datatype;kind
Reasoning;https://w3id.org/ontouml#mode;I'll follow the instructions provided.

Please provide the user query with four hashtags (###) and a list of element names. I'll infer one possible OntoUML stereotype for each element with a missing stereotype and output only that stereotype. If I don't understand the prompt, my answer will be "None".
Context;https://w3id.org/ontouml#kind;kind
Inductive;https://w3id.org/ontouml#kind;kind
Experimental;https://w3id.org/ontouml#mode;kind
Hypothesis;https://w3id.org/ontouml#kind;kind
Person;https://w3id.org/ontouml#mode;kind
Deductive;https://w3id.org/ontouml#kind;kind
Precedent;https://w3id.org/ontouml#kind;kind
Reference;https://w3id.org/ontouml#kind;kind
Right-Duty to Keep the Intimate Media Object Privately;https://w3id.org/ontouml#relator;kind
Depicter Person;https://w3id.org/ontouml#role;kind
Private Intimate Media Object without Consent;https://w3id.org/ontouml#roleMixin;kind
Transportation;https://w3id.org/ontouml#relator;mode
BeingSensed;https://w3id.org/ontouml#role;quality
Wireless Network;https://w3id.org/ontouml#kind;kind
BeingControlled;https://w3id.org/ontouml#role;kind
SDU;https://w3id.org/ontouml#kind;kind
Message;https://w3id.org/ontouml#role;kind
Train;https://w3id.org/ontouml#kind;kind
TSR Area;https://w3id.org/ontouml#kind;kind
On-board System;https://w3id.org/ontouml#kind;kind
Place;https://w3id.org/ontouml#role;kind
Train Wheel;https://w3id.org/ontouml#kind;kind
Communication;https://w3id.org/ontouml#relator;kind
Controller;https://w3id.org/ontouml#role;kind
Provider;https://w3id.org/ontouml#role;kind
Monitor;https://w3id.org/ontouml#relator;kind
Channel;https://w3id.org/ontouml#role;kind
Dispatcher;https://w3id.org/ontouml#kind;kind
RBC;https://w3id.org/ontouml#kind;kind
Speed/Distance Message;https://w3id.org/ontouml#kind;kind
Receiver;https://w3id.org/ontouml#role;kind
SpeedControl;https://w3id.org/ontouml#relator;mode
MA with TSR;https://w3id.org/ontouml#kind;kind
Mover;https://w3id.org/ontouml#role;kind
Control Parameter Communication;https://w3id.org/ontouml#relator;kind
Sensor;https://w3id.org/ontouml#role;kind
Insurance Company;https://w3id.org/ontouml#role;kind
Website;https://w3id.org/ontouml#kind;kind
Car;https://w3id.org/ontouml#kind;kind
Car Rental Agreement;https://w3id.org/ontouml#relator;kind
Passenger Car;https://w3id.org/ontouml#subkind;kind
Damage Report;https://w3id.org/ontouml#relator;kind
Adult;https://w3id.org/ontouml#phase;phase
Marriage;https://w3id.org/ontouml#relator;relator
Driver;https://w3id.org/ontouml#role;kind
Car Needing Maintenance;https://w3id.org/ontouml#phase;mode
Receiver Branch;https://w3id.org/ontouml#role;kind
Repair Appointment;https://w3id.org/ontouml#relator;kind
Active Car Rental Agreement;https://w3id.org/ontouml#phase;mode
Person;https://w3id.org/ontouml#kind;kind
Trainee;https://w3id.org/ontouml#role;kind
Rental Insurance;https://w3id.org/ontouml#relator;kind
Child;https://w3id.org/ontouml#role;phase
Senior Employee;https://w3id.org/ontouml#role;kind
Infant;https://w3id.org/ontouml#phase;kind
Deceased Person;https://w3id.org/ontouml#phase;kind
Extented Car Rental Agreement;https://w3id.org/ontouml#phase;kind
Branch;https://w3id.org/ontouml#subkind;kind
Personal Customer;https://w3id.org/ontouml#role;kind
Valid Driver's LIcense;https://w3id.org/ontouml#phase;kind
Sender Branch;https://w3id.org/ontouml#role;kind
Car Scheduled for Maintenance;https://w3id.org/ontouml#role;kind
Car Needing Repair;https://w3id.org/ontouml#phase;mode
Car Agency;https://w3id.org/ontouml#subkind;kind
Employee;https://w3id.org/ontouml#role;kind
Car Scheduled for Repair;https://w3id.org/ontouml#role;kind
Living Person;https://w3id.org/ontouml#phase;kind
Organization;https://w3id.org/ontouml#kind;kind
Insurable Item;https://w3id.org/ontouml#mixin;kind
Website Ownership;https://w3id.org/ontouml#relator;kind
Car Rental Agreement Closed With Damage;https://w3id.org/ontouml#role;mode
Teenage;https://w3id.org/ontouml#phase;kind
Governmental Agency;https://w3id.org/ontouml#subkind;kind
Man;https://w3id.org/ontouml#subkind;kind
Expired Driver's License;https://w3id.org/ontouml#phase;quality
Cargo Car;https://w3id.org/ontouml#subkind;kind
Employment Contract;https://w3id.org/ontouml#relator;kind
Online Website;https://w3id.org/ontouml#phase;kind
Legal Parenthood;https://w3id.org/ontouml#relator;kind
Closed Car Rental Agreement;https://w3id.org/ontouml#phase;kind
Car Ownership;https://w3id.org/ontouml#relator;kind
Licensing Authority;https://w3id.org/ontouml#subkind;kind
Driver's License;https://w3id.org/ontouml#relator;kind
Organization Unit;https://w3id.org/ontouml#subkind;kind
Transfer Agreement;https://w3id.org/ontouml#relator;kind
Insured Driver;https://w3id.org/ontouml#role;kind
Woman;https://w3id.org/ontouml#subkind;kind
Insurance;https://w3id.org/ontouml#relator;quality
Parent;https://w3id.org/ontouml#role;kind
Offline Website;https://w3id.org/ontouml#phase;kind
Junior Employee;https://w3id.org/ontouml#role;role
Spouse;https://w3id.org/ontouml#role;role
Car Returned with Damage;https://w3id.org/ontouml#role;kind
Corporate Customer;https://w3id.org/ontouml#role;kind
Car Production;https://w3id.org/ontouml#relator;kind
Mid-level Employee;https://w3id.org/ontouml#role;kind
Service Depot;https://w3id.org/ontouml#subkind;kind
Customer;https://w3id.org/ontouml#roleMixin;kind
Transferred Car;https://w3id.org/ontouml#role;kind
Maintenance Appointment;https://w3id.org/ontouml#relator;mode
Car Manufacturer;https://w3id.org/ontouml#role;kind
Functional Car;https://w3id.org/ontouml#phase;kind
Group;https://w3id.org/ontouml#collective;kind
Goal;https://w3id.org/ontouml#kind;kind
Location;https://w3id.org/ontouml#kind;kind
Report;https://w3id.org/ontouml#kind;kind
Theoretical;https://w3id.org/ontouml#mode;kind
Result;https://w3id.org/ontouml#kind;Please provide the element name for which I should infer a stereotype. I'll follow the instructions and output only one possible OntoUML stereotype for that element.
Experiment;https://w3id.org/ontouml#kind;kind
Outcome;https://w3id.org/ontouml#kind;kind
Problem;https://w3id.org/ontouml#kind;kind
InitialDate;https://w3id.org/ontouml#datatype;kind
Conclusion;https://w3id.org/ontouml#kind;I'm ready! Please provide the name of the element, and I'll output one possible OntoUML stereotype for it.
Measure;https://w3id.org/ontouml#kind;quality
EndDate;https://w3id.org/ontouml#datatype;kind
Reasoning;https://w3id.org/ontouml#mode;kind
Context;https://w3id.org/ontouml#kind;kind
Inductive;https://w3id.org/ontouml#kind;kind
Experimental;https://w3id.org/ontouml#mode;kind
Hypothesis;https://w3id.org/ontouml#kind;kind
Person;https://w3id.org/ontouml#mode;kind
Deductive;https://w3id.org/ontouml#kind;kind
Precedent;https://w3id.org/ontouml#kind;kind
Reference;https://w3id.org/ontouml#kind;kind
Right-Duty to Keep the Intimate Media Object Privately;https://w3id.org/ontouml#relator;quality
Depicter Person;https://w3id.org/ontouml#role;kind
Private Intimate Media Object without Consent;https://w3id.org/ontouml#roleMixin;kind
Private Intimate Media Accessing;https://w3id.org/ontouml#relator;quality
Duty to Keep the Intimate Media Object Privately;https://w3id.org/ontouml#mode;role
Uploaded Private Intimate Media Object without Consent;https://w3id.org/ontouml#role;quality
Content Consumer;https://w3id.org/ontouml#role;kind
Upload Private Media Object to the Digital Platform;https://w3id.org/ontouml#event;kind
Depicted Person with Privacy Violated;https://w3id.org/ontouml#role;kind
Acessible Digital Platform;https://w3id.org/ontouml#role;kind
Publication of the Criminal Law;https://w3id.org/ontouml#event;role
Intimate Private Media Object with Uploading Consent;https://w3id.org/ontouml#roleMixin;quality
NaturalPerson;https://w3id.org/ontouml#kind;kind
Public Media Object;https://w3id.org/ontouml#category;quality
Perpetrator;https://w3id.org/ontouml#role;kind
Depicted Person in Intimacy;https://w3id.org/ontouml#role;kind
Publisher;https://w3id.org/ontouml#role;kind
Right to Privacy of Intimate Media Object;https://w3id.org/ontouml#mode;quality
Violated Right to Privacy of Intimate Media Object;https://w3id.org/ontouml#mode;kind
Violation of Depicted Person's Right to Privacy;https://w3id.org/ontouml#relator;role
Violated Duty to Keep the Intimate Media Object Privately;https://w3id.org/ontouml#mode;role
Private Media Object's Uploading;https://w3id.org/ontouml#relator;kind
Private Intimate Media Object;https://w3id.org/ontouml#category;kind
Accessed Private Intimate Media Object without Consent;https://w3id.org/ontouml#role;kind
Digital Platform;https://w3id.org/ontouml#kind;kind
Media Object;https://w3id.org/ontouml#category;kind
Access the Published Private Intimate Media;https://w3id.org/ontouml#event;kind
Lead;https://w3id.org/ontouml#phase;kind
Prospect;https://w3id.org/ontouml#phase;kind
Engage;https://w3id.org/ontouml#event;kind
Attract;https://w3id.org/ontouml#event;role
CustomerJourneyExperience;https://w3id.org/ontouml#mode;mode
Strategy;https://w3id.org/ontouml#event;kind
BuyerPersona;https://w3id.org/ontouml#kind;quality
Advocacy;https://w3id.org/ontouml#phase;kind
CustomerRelationshipActivity;https://w3id.org/ontouml#event;mode
Analytic;https://w3id.org/ontouml#event;kind
Faithful;https://w3id.org/ontouml#phase;kind
Stranger;https://w3id.org/ontouml#phase;kind
CustomerJourneyActivity;https://w3id.org/ontouml#event;mode
Organization;https://w3id.org/ontouml#kind;kind
Market;https://w3id.org/ontouml#collective;kind
InformationElement;https://w3id.org/ontouml#kind;quality
Decision;https://w3id.org/ontouml#phase;kind
ValueProposition;https://w3id.org/ontouml#relator;quality
DigitalChannel;https://w3id.org/ontouml#subkind;kind
Channel;https://w3id.org/ontouml#kind;kind
PhysicalChannel;https://w3id.org/ontouml#subkind;mode
Delight;https://w3id.org/ontouml#event;kind
Awareness;https://w3id.org/ontouml#phase;kind
Consideration;https://w3id.org/ontouml#phase;kind
CustomerRelationshipStatus;https://w3id.org/ontouml#relator;quality
Consumption;https://w3id.org/ontouml#phase;quality
Customer;https://w3id.org/ontouml#phase;kind
Promoter;https://w3id.org/ontouml#phase;kind
Loyal;https://w3id.org/ontouml#phase;role
Debit Commitment;https://w3id.org/ontouml#subkind;role
Asset;https://w3id.org/ontouml#phase;kind
Economic Commitment;https://w3id.org/ontouml#kind;mode
Equity;https://w3id.org/ontouml#phase;kind
Economic Event;https://w3id.org/ontouml#event;mode
Off Balance;https://w3id.org/ontouml#phase;kind
Derivative Instrument;https://w3id.org/ontouml#collective;role
Debit Event;https://w3id.org/ontouml#subkind;mode
Economic Resource;https://w3id.org/ontouml#kind;quantity
Credit Commitment;https://w3id.org/ontouml#subkind;kind
Balance Duality (Spot Market Contract);https://w3id.org/ontouml#relator;kind
Liability;https://w3id.org/ontouml#phase;kind
Planning and Control Policy;https://w3id.org/ontouml#kind;kind
Uncertainty Sample Space;https://w3id.org/ontouml#kind;kind
Plan Event Tree;https://w3id.org/ontouml#event;kind
Credit Event;https://w3id.org/ontouml#subkind;mode
Balanced Reciprocity (Future Market Contract);https://w3id.org/ontouml#relator;mode
Economic Agent;https://w3id.org/ontouml#kind;kind
Awarded Work;https://w3id.org/ontouml#roleMixin;kind
Sculpture;https://w3id.org/ontouml#kind;kind
Golden Eagle;https://w3id.org/ontouml#subkind;kind
Commissioned;https://w3id.org/ontouml#phase;kind
Bird;https://w3id.org/ontouml#kind;kind
Panama-class Ship;https://w3id.org/ontouml#subkind;kind
Painter;https://w3id.org/ontouml#role;mode
Person;https://w3id.org/ontouml#kind;kind
Book;https://w3id.org/ontouml#type;quality
Painting;https://w3id.org/ontouml#kind;mode
On Route;https://w3id.org/ontouml#phase;kind
Writer;https://w3id.org/ontouml#role;kind
Person;https://w3id.org/ontouml#kind;kind
Size;https://w3id.org/ontouml#quality;quality
Permanent;https://w3id.org/ontouml#phase;kind
Captain;https://w3id.org/ontouml#role;kind
Least Concern Species;https://w3id.org/ontouml#phase;quality
Current Ship Type;https://w3id.org/ontouml#phase;mode
Ship Class by Size;https://w3id.org/ontouml#subkind;mode
Public Domain Work;https://w3id.org/ontouml#phaseMixin;kind
Emperor Penguin;https://w3id.org/ontouml#subkind;kind
Decommissioned;https://w3id.org/ontouml#phase;kind
Assignment;https://w3id.org/ontouml#relator;I'm ready! What's the element name?
Licensing;https://w3id.org/ontouml#relator;kind
Copyrighted Work;https://w3id.org/ontouml#phaseMixin;kind
Author;https://w3id.org/ontouml#roleMixin;kind
Publisher;https://w3id.org/ontouml#roleMixin;kind
Ship Type;https://w3id.org/ontouml#type;kind
Agent;https://w3id.org/ontouml#category;kind
Captain License;https://w3id.org/ontouml#mode;kind
Book Authorship;https://w3id.org/ontouml#relator;kind
Organization;https://w3id.org/ontouml#kind;kind
Canal Restrictions;https://w3id.org/ontouml#relator;kind
Canal;https://w3id.org/ontouml#kind;kind
Suez-class Ship;https://w3id.org/ontouml#subkind;kind
Discontinued Ship Type;https://w3id.org/ontouml#phase;mode
Discovery Entitlement;https://w3id.org/ontouml#relator;kind
License Holder;https://w3id.org/ontouml#roleMixin;kind
Recognized Species;https://w3id.org/ontouml#role;kind
Person;https://w3id.org/ontouml#kind;kind
Sculptor;https://w3id.org/ontouml#role;kind
Licensed Ship Type;https://w3id.org/ontouml#role;kind
Book Copy;https://w3id.org/ontouml#kind;kind
Temporary;https://w3id.org/ontouml#phase;kind
Extinct Species;https://w3id.org/ontouml#phase;kind
Edition Publishing;https://w3id.org/ontouml#relator;kind
Bird Species;https://w3id.org/ontouml#type;kind
Threatened Species;https://w3id.org/ontouml#phase;kind
Creative Work;https://w3id.org/ontouml#category;mode
Discoverer;https://w3id.org/ontouml#role;kind
Ship;https://w3id.org/ontouml#kind;mode
Liability Account;https://w3id.org/ontouml#subkind;quality
Asset Account;https://w3id.org/ontouml#subkind;kind
Cost Pool;https://w3id.org/ontouml#subkind;quantity
Expense Account;https://w3id.org/ontouml#subkind;kind
Activity Pool;https://w3id.org/ontouml#subkind;kind
Liability;https://w3id.org/ontouml#phase;kind
Activity Cost Driver;https://w3id.org/ontouml#relator;mode
Finished Good;https://w3id.org/ontouml#subkind;quantity
Credit Event;https://w3id.org/ontouml#subkind;mode
Revenue Account;https://w3id.org/ontouml#subkind;quality
Equity Account;https://w3id.org/ontouml#subkind;kind
Capacity Resource;https://w3id.org/ontouml#subkind;quality
Equity;https://w3id.org/ontouml#phase;kind
Balanced Duality;https://w3id.org/ontouml#relator;kind
Resource Cost Driver;https://w3id.org/ontouml#relator;kind
REA Duality;https://w3id.org/ontouml#relator;kind
...;https://w3id.org/ontouml#subkind;kind
Routing;https://w3id.org/ontouml#relator;kind
Production Volume;https://w3id.org/ontouml#kind;quantity
Operating Expense;https://w3id.org/ontouml#kind;mode
Activity Level;https://w3id.org/ontouml#kind;mode
Economic Resource;https://w3id.org/ontouml#kind;quality
Economic Agent;https://w3id.org/ontouml#kind;kind
Decrement Event;https://w3id.org/ontouml#subkind;event
Bill of Material;https://w3id.org/ontouml#relator;kind
....;https://w3id.org/ontouml#subkind;kind
General Ledger Account;https://w3id.org/ontouml#kind;kind
Material Resource;https://w3id.org/ontouml#subkind;quantity
Planning Period;https://w3id.org/ontouml#kind;kind
Equipment;https://w3id.org/ontouml#subkind;kind
Economic Event;https://w3id.org/ontouml#kind;mode
Data Pool;https://w3id.org/ontouml#kind;kind
Activity;https://w3id.org/ontouml#kind;kind
Personnel;https://w3id.org/ontouml#subkind;kind
Asset;https://w3id.org/ontouml#phase;kind
Claim;https://w3id.org/ontouml#phase;kind
Raw Material;https://w3id.org/ontouml#subkind;quantity
Debit Event;https://w3id.org/ontouml#subkind;mode
Increment Event;https://w3id.org/ontouml#subkind;event
Etc;https://w3id.org/ontouml#kind;kind
Planning;https://w3id.org/ontouml#category;kind
Encounter;https://w3id.org/ontouml#relator;kind
Match;https://w3id.org/ontouml#category;kind
Game;https://w3id.org/ontouml#kind;kind
Session;https://w3id.org/ontouml#collective;I'm ready! What's the element name?
Mission;https://w3id.org/ontouml#collective;kind
State;https://w3id.org/ontouml#mode;kind
Action;https://w3id.org/ontouml#UFO-C;kind
Adventure;https://w3id.org/ontouml#mode;kind
Event;https://w3id.org/ontouml#UFO-B;mode
Scenario;https://w3id.org/ontouml#subkind;kind
Campaign;https://w3id.org/ontouml#mode;role
Location;https://w3id.org/ontouml#kind;kind
Equipment;https://w3id.org/ontouml#kind;kind
Player;https://w3id.org/ontouml#role;kind
NonPlayerCharacter;https://w3id.org/ontouml#kind;kind
Entity;https://w3id.org/ontouml#category;kind
Consumable;https://w3id.org/ontouml#kind;quantity
Goal;https://w3id.org/ontouml#UFO-C;kind
DigitalGame;https://w3id.org/ontouml#kind;mode
Character;https://w3id.org/ontouml#kind;kind
Object;https://w3id.org/ontouml#category;kind
postalAddress;https://w3id.org/ontouml#quality;quality
profileUserAge;https://w3id.org/ontouml#quality;quality
sportOrganizationMember;https://w3id.org/ontouml#role;role
numberOfRooms;https://w3id.org/ontouml#quality;quality
hospital;https://w3id.org/ontouml#subkind;quantity
store;https://w3id.org/ontouml#kind;kind
teachingAssistant;https://w3id.org/ontouml#role;kind
profileView;https://w3id.org/ontouml#subkind;kind
bedroomAmentity;https://w3id.org/ontouml#subkind;quality
nearbyHouseFacilities;https://w3id.org/ontouml#quality;mode
organization;https://w3id.org/ontouml#category;kind
postInteraction;https://w3id.org/ontouml#relator;mode
services;https://w3id.org/ontouml#subkind;kind
sportLocation;https://w3id.org/ontouml#kind;mode
postLabeling;https://w3id.org/ontouml#subkind;kind
professor;https://w3id.org/ontouml#role;kind
amenity;https://w3id.org/ontouml#kind;quality
ownProfileInteraction;https://w3id.org/ontouml#relator;kind
discountPost;https://w3id.org/ontouml#kind;kind
image;https://w3id.org/ontouml#kind;kind
Profile;https://w3id.org/ontouml#kind;kind
postComment;https://w3id.org/ontouml#subkind;mode
postDeletion;https://w3id.org/ontouml#subkind;kind
houseLocation;https://w3id.org/ontouml#subkind;kind
neutralSport;https://w3id.org/ontouml#subkind;mode
summerSport;https://w3id.org/ontouml#subkind;kind
sportActivity;https://w3id.org/ontouml#kind;mode
sportEvent;https://w3id.org/ontouml#kind;mode
location;https://w3id.org/ontouml#kind;quality
profileName;https://w3id.org/ontouml#quality;kind
indoor;https://w3id.org/ontouml#subkind;kind
eventHostsBoard;https://w3id.org/ontouml#relator;mode
phdStudent;https://w3id.org/ontouml#role;role
profilePicture;https://w3id.org/ontouml#quality;quality
storeLocation;https://w3id.org/ontouml#subkind;quantity
universityBoard;https://w3id.org/ontouml#relator;kind
product;https://w3id.org/ontouml#kind;kind
video;https://w3id.org/ontouml#kind;kind
parkArea;https://w3id.org/ontouml#subkind;mode
postSearch;https://w3id.org/ontouml#subkind;kind
school;https://w3id.org/ontouml#subkind;kind
person;https://w3id.org/ontouml#kind;kind
locationCollection;https://w3id.org/ontouml#collective;collective
housingAdPost;https://w3id.org/ontouml#kind;kind
winterSport;https://w3id.org/ontouml#subkind;mode
bathroomAmenity;https://w3id.org/ontouml#subkind;kind
postEditing;https://w3id.org/ontouml#subkind;kind
ownProfileEditing;https://w3id.org/ontouml#subkind;kind
profileSearch;https://w3id.org/ontouml#subkind;kind
text;https://w3id.org/ontouml#kind;kind
ownProfileDetetion;https://w3id.org/ontouml#subkind;kind
EducationalOrganization;https://w3id.org/ontouml#category;kind
ownProfileView;https://w3id.org/ontouml#subkind;kind
profileMessage;https://w3id.org/ontouml#subkind;kind
amenitiesCollection;https://w3id.org/ontouml#collective;collective
SportActivityPost;https://w3id.org/ontouml#kind;mode
date;https://w3id.org/ontouml#quality;kind
user;https://w3id.org/ontouml#role;kind
productRegularPrice;https://w3id.org/ontouml#phase;mode
discountAmount;https://w3id.org/ontouml#quantity;quantity
postAuthor;https://w3id.org/ontouml#role;kind
postInteractor;https://w3id.org/ontouml#role;kind
othersProfileInteraction;https://w3id.org/ontouml#relator;kind
audio;https://w3id.org/ontouml#kind;kind
kitchenAmenity;https://w3id.org/ontouml#subkind;kind
sportOrganization;https://w3id.org/ontouml#kind;mode
post;https://w3id.org/ontouml#category;kind
event;https://w3id.org/ontouml#category;event
pub;https://w3id.org/ontouml#subkind;kind
sportorganizationBoard;https://w3id.org/ontouml#relator;mode
entertainmentAmentity;https://w3id.org/ontouml#subkind;kind
profileEmail;https://w3id.org/ontouml#quality;kind
rating;https://w3id.org/ontouml#quality;kind
postCreation;https://w3id.org/ontouml#relator;roleMixin
profileSpokenLanguage;https://w3id.org/ontouml#quality;mode
outdoor;https://w3id.org/ontouml#subkind;mode
housePrice;https://w3id.org/ontouml#quality;quality
masterStudent;https://w3id.org/ontouml#role;role
houseNumOfOccupants;https://w3id.org/ontouml#quality;quantity
clothing;https://w3id.org/ontouml#subkind;kind
food;https://w3id.org/ontouml#subkind;quantity
profileInteractor;https://w3id.org/ontouml#role;kind
profileLearningLanguage;https://w3id.org/ontouml#quality;quality
productDiscount;https://w3id.org/ontouml#phase;quality
bachelorStudent;https://w3id.org/ontouml#role;role
postRating;https://w3id.org/ontouml#subkind;quality
university;https://w3id.org/ontouml#kind;kind
house;https://w3id.org/ontouml#kind;quantity
appRegistration;https://w3id.org/ontouml#relator;kind
label;https://w3id.org/ontouml#quality;kind
creativeWork;https://w3id.org/ontouml#category;mode
InactiveClass;https://w3id.org/ontouml#phase;kind
SuspendedStudent;https://w3id.org/ontouml#phase;role
InactiveCurriculum;https://w3id.org/ontouml#phase;kind
Person;https://w3id.org/ontouml#kind;kind
Department;https://w3id.org/ontouml#subkind;kind
ActiveClass;https://w3id.org/ontouml#phase;kind
CourseCoordinator;https://w3id.org/ontouml#role;kind
Colegiado;https://w3id.org/ontouml#role;kind
Class;https://w3id.org/ontouml#role;kind
DepartmentChief;https://w3id.org/ontouml#role;kind
Curriculum;https://w3id.org/ontouml#kind;kind
EgressStudent;https://w3id.org/ontouml#phase;role
Semester;https://w3id.org/ontouml#quality;kind
Year;https://w3id.org/ontouml#datatype;kind
Higher Education Institution;https://w3id.org/ontouml#subkind;kind
ClassEnrollment;https://w3id.org/ontouml#relator;role
Discipline;https://w3id.org/ontouml#kind;kind
Student;https://w3id.org/ontouml#role;role
Center;https://w3id.org/ontouml#subkind;kind
Date;https://w3id.org/ontouml#datatype;kind
ProfessorMandate;https://w3id.org/ontouml#relator;kind
