Egress MC Sk-So;The egress point of a Multiplex Connection (MC) from a Subnetwork (Sk) to a Server (So).;subkind
Forwarding Function LC;The forwarding function of a Link Connection (LC).;subkind
Section-Physical Media Layers AF;The adaptation function between the Section layer and the Physical Media layer.;subkind
SN - Termination Source Connected;A Subnetwork (SN) connected to a Termination Source.;situation
SN Input - So S-FEP Bound;The input of a Subnetwork (SN) is bound to a Server (So) Service Forwarding End Point (S-FEP).;situation
Forwarding Function Sk-So Connected;A Forwarding Function connecting a Subnetwork (Sk) to a Server (So).;subkind
Sink PM-FEP;The sink Physical Media (PM) Forwarding End Point (FEP).;subkind
Adaptation Source Process;The process of adapting a source signal or data.;subkind
Termination Source;The starting point of a termination function.;subkind
Layer Processor Sink Output;The output of a Layer Processor Sink.;subkind
Possible Ingress LC;A potential ingress point for a Link Connection (LC).;subkind
Topological SN Representation;The representation of a Subnetwork (SN) in a topological view.;subkind
Bi A - Bi Subnetwork Connected;A bidirectional Adaptation (A) connected to a bidirectional Subnetwork.;situation
Active Sk SN-FEP - Sk CFTE connected;An active connection between a Subnetwork (Sk) Subnetwork Forwarding End Point (SN-FEP) and a Subnetwork (Sk) Channel Forwarding Transport Entity (CFTE).;situation
Site Component Equipment;Equipment that is a component of a site.;subkind
Sink SN-FP;The sink Subnetwork (SN) Forwarding Point (FP).;subkind
NC Supported by LC;A Network Connection (NC) that is supported by a Link Connection (LC).;situation
Geographical Element;An element that represents a geographical location or area.;kind
Matrix Composed Path Layer;A Path layer composed of matrices.;subkind
T Sk Input - Sk A-FEP Bound;The input of a Termination (T) Subnetwork (Sk) is bound to a Subnetwork (Sk) Adaptation (A) Forwarding End Point (FEP).;situation
Matrix Connection;A connection between two or more matrices.;subkind
Termination Source - M Connected;A Termination Source connected to a Matrix (M).;situation
NC Supported by CFTE;A Network Connection (NC) that is supported by a Channel Forwarding Transport Entity (CFTE).;situation
Mapped TF Input;A mapped input of a Transport Function (TF).;subkind
Sink LPF-FEP Bound;A sink Layer Processor Function (LPF) Forwarding End Point (FEP) that is bound.;situation
T Sk Output - Sk AP Bound;The output of a Termination (T) Subnetwork (Sk) is bound to a Subnetwork (Sk) Access Point (AP).;situation
Sink CFTE;The sink Channel Forwarding Transport Entity (CFTE).;subkind
So MC Forwarding;Forwarding performed by a Server (So) Multiplex Connection (MC).;subkind
Transmission Media Layer Network;A network at the Transmission Media layer.;subkind
Sink Active RP - Path LC connected;An active connection between a sink Reference Point (RP) and a Path Link Connection (LC).;situation
A Sk Output - Sk A-FEP Bound;The output of an Adaptation (A) Subnetwork (Sk) is bound to a Subnetwork (Sk) Adaptation (A) Forwarding End Point (FEP).;situation
A Sk Output - A-FP Bound;The output of an Adaptation (A) Subnetwork (Sk) is bound to an Adaptation (A) Forwarding Point (FP).;situation
Module Input Interface;The input interface of a module.;subkind
LPF So Bidirectional Component;A bidirectional component of a Layer Processor Function (LPF) Server (So).;subkind
Relatable Topological Components;Topological components that can be related to each other.;subkind
Path Bidirectional Matrix;A bidirectional matrix used in a path.;subkind
Active Sk PM-FEP - PM LC connected;An active connection between a Subnetwork (Sk) Physical Media (PM) Forwarding End Point (FEP) and a PM Link Connection (LC).;situation
Possible Bi LC Connected RP;A potential connection point for a bidirectional Link Connection (LC) to a Reference Point (RP).;subkind
Layer Processor Source - A Connected;A Layer Processor Source connected to an Adaptation (A).;situation
Bidirectional Termination - Bi A Connected;A Bidirectional Termination connected to a bidirectional Adaptation (A).;situation
Adaptation Sink Input;The input of an Adaptation Sink.;subkind
Bi Path LC;A bidirectional Path Link Connection (LC).;subkind
Bidirectional M-FEP;A bidirectional Matrix (M) Forwarding End Point (FEP).;subkind
Sink A-FEP Binding;The binding of a sink Adaptation (A) Forwarding End Point (FEP).;situation
Source A-FEP;The source Adaptation (A) Forwarding End Point (FEP).;subkind
T So - Adaptation Source Connected;A Termination (T) Server (So) connected to an Adaptation Source.;situation
T Sk Input - Sk PM-FEP Bound;The input of a Termination (T) Subnetwork (Sk) is bound to a Subnetwork (Sk) Physical Media (PM) Forwarding End Point (FEP).;situation
Forwarding End Point;A point in a network where forwarding decisions are made.;kind
Adaptation Sk Bidirectional Component;A bidirectional component of an Adaptation (A) Subnetwork (Sk).;subkind
Egress SN Sk;The egress point of a Subnetwork (SN) from a Subnetwork (Sk).;subkind
Mapped Output Interface;A mapped output interface.;subkind
NC Supported by MC;A Network Connection (NC) that is supported by a Multiplex Connection (MC).;situation
M Output - So M-FP Bound;The output of a Matrix (M) is bound to a Server (So) Matrix (M) Forwarding Point (FP).;situation
Possible Egress LC;A potential egress point for a Link Connection (LC).;subkind
Subnetwork;A portion of a network.;kind
Termination Sink Input;The input of a Termination Sink.;subkind
M - Termination Source Connected;A Matrix (M) connected to a Termination Source.;situation
Bi PM LC;A bidirectional Physical Media (PM) Link Connection (LC).;subkind
Input;Data or signals entering a system or process.;kind
Forwarding Function So M Connected;A Forwarding Function connecting a Server (So) to a Matrix (M).;subkind
Subnetwork Output;The output of a subnetwork.;subkind
Bidirectional A-FP;A bidirectional Adaptation (A) Forwarding Point (FP).;subkind
Unidirectional MC;A unidirectional Multiplex Connection (MC).;subkind
Layer Processor Source Input;The input of a Layer Processor Source.;subkind
Bidirectional Termination - Bi SN Connected;A bidirectional Termination connected to a bidirectional Subnetwork (SN).;situation
PM - Termination Source Connected;Physical Media (PM) connected to a Termination Source.;situation
Layer Processor Function;A function performed by a Layer Processor.;kind
Geographical Element With Alias;A Geographical Element that has an alias or alternate name.;subkind
Adaptation Sink;A function that adapts a signal or data stream to a specific format or protocol.;kind
Server Physical Media Layer;The Physical Media layer on a server.;subkind
Sink MC;The sink Multiplex Connection (MC).;subkind
Bi A - Bidirectional Termination Connected;A bidirectional Adaptation (A) connected to a bidirectional Termination.;situation
Unidirectional Sink-Source Matrix;A unidirectional matrix with a designated source and sink.;subkind
Output Interface;An interface through which data or signals are outputted.;kind
Source PM-FEP Bi Component;A bidirectional component of a source Physical Media (PM) Forwarding End Point (FEP).;subkind
Bidirectional Adaptation - Bi T Connected;A bidirectional Adaptation function connected to a bidirectional Termination (T).;situation
Sk Matrix Bi Component;A bidirectional component of a Subnetwork (Sk) Matrix.;subkind
Forwarding Function;A function that forwards data or signals.;kind
Path LC;A Path Link Connection (LC).;subkind
Forwarding Function CFTE So-Sk;A Forwarding Function in a Channel Forwarding Transport Entity (CFTE) connecting a Server (So) to a Subnetwork (Sk).;subkind
LPF - Termination Source Connected;A Layer Processor Function (LPF) connected to a Termination Source.;situation
Layer Processor Source Output;The output of a Layer Processor Source.;subkind
A So - Uni Subnetwork Connected;An Adaptation (A) Server (So) connected to a unidirectional Subnetwork.;situation
Link Connection;A connection between two points in a network at the Link layer.;kind
Intermediate MC Bi Component;A bidirectional component of an Intermediate Multiplex Connection (MC).;subkind
Egress MC Sk;The egress point of a Multiplex Connection (MC) from a Subnetwork (Sk).;subkind
End Forwarding;The forwarding of data or signals at the end point of a path.;subkind
Source AP Binding;The binding of a source Access Point (AP).;situation
Active So M-FP - So MC connected;An active connection between a Server (So) Matrix (M) Forwarding Point (FP) and a Server (So) Multiplex Connection (MC).;situation
Termination Source Input;The input of a Termination Source.;subkind
Egress SN Sk-So;The egress point of a Subnetwork (SN) from a Subnetwork (Sk) to a Server (So).;subkind
Active Bidirectional PM-FEP - PM LC Connected;An active connection between a bidirectional Physical Media (PM) Forwarding End Point (FEP) and a PM Link Connection (LC).;situation
Source LP-FP Bi Component;A bidirectional component of a source Layer Processor (LP) Forwarding Point (FP).;subkind
PM NC Forwarding;Forwarding performed by a Physical Media (PM) Network Connection (NC).;subkind
Termination Sk Bidirectional Component;A bidirectional component of a Termination (T) Subnetwork (Sk).;subkind
Active So PM-FEP - PM LC connected;An active connection between a Server (So) Physical Media (PM) Forwarding End Point (FEP) and a PM Link Connection (LC).;situation
Bidirectional Path NC;A bidirectional Path Network Connection (NC).;subkind
Mapped Module Output Interface;A mapped output interface of a module.;subkind
Path LC Forwarding;Forwarding performed by a Path Link Connection (LC).;subkind
Sink AP Binding;The binding of a sink Access Point (AP).;situation
Equipment Composed Site;A site composed of equipment.;subkind
Source LPF-FEP;The source Layer Processor Function (LPF) Forwarding End Point (FEP).;subkind
Source FEP;The source Forwarding End Point (FEP).;subkind
Unidirectional Subnetwork;A Subnetwork that supports unidirectional communication.;subkind
Adaptation Source Input;The input of an Adaptation Source.;subkind
Active So Path-FEP - Path NC connected;An active connection between a Server (So) Path Forwarding End Point (FEP) and a Path Network Connection (NC).;situation
Bound Input Interface PM;A bound input interface for Physical Media (PM).;subkind
Connected Reference Point;A Reference Point (RP) that is connected.;situation
Termination Sink - PM Connected;A Termination Sink connected to Physical Media (PM).;situation
Active So SN-FEP - So CFTE connected;An active connection between a Server (So) Subnetwork Forwarding End Point (SN-FEP) and a Server (So) Channel Forwarding Transport Entity (CFTE).;situation
So Matrix Bi Component;A bidirectional component of a Server (So) Matrix.;subkind
Switch OTN;An Optical Transport Network (OTN) switch.;kind
Matrix;A rectangular array of elements.;kind
Topological Subnetwork;A subnetwork represented in a topological view.;subkind
Unidirectional PM NC Bidirectional Component;A bidirectional component of a unidirectional Physical Media (PM) Network Connection (NC).;subkind
Topological Component;A component of a topology.;kind
Source AP Bi Component;A bidirectional component of a source Access Point (AP).;subkind
A So Input - So SN-FP Bound;The input of an Adaptation (A) Server (So) is bound to a Server (So) Subnetwork Forwarding Point (SN-FP).;situation
Bi M - Bidirectional Termination Connected;A bidirectional Matrix (M) connected to a bidirectional Termination.;situation
Access Transport Entity;An entity that provides access to a transport network.;kind
Egress LC;The egress point of a Link Connection (LC).;subkind
A So - Adaptation Sink Connected;An Adaptation (A) Server (So) connected to an Adaptation Sink.;situation
Forwarding Function CFTE Sk-So;A Forwarding Function in a Channel Forwarding Transport Entity (CFTE) connecting a Subnetwork (Sk) to a Server (So).;subkind
CIC;Customer Interface Connection -  A connection point at the customer's premises.;kind
M Input - So M-FEP Bound;The input of a Matrix (M) is bound to a Server (So) Matrix (M) Forwarding End Point (FEP).;situation
Adaptation Sink Process;The process of adapting a sink signal or data.;subkind
Sink SN-FEP Bi Component;A bidirectional component of a sink Subnetwork (SN) Forwarding End Point (FEP).;subkind
Bi Intermediate CFTE;A bidirectional Intermediate Channel Forwarding Transport Entity (CFTE).;subkind
Active So M-FP - Int MC connected;An active connection between a Server (So) Matrix (M) Forwarding Point (FP) and an Intermediate Multiplex Connection (MC).;situation
Subnetwork Input;The input of a subnetwork.;subkind
Source M-FP;The source Matrix (M) Forwarding Point (FP).;subkind
LPF Input - So L-FEP Bound;The input of a Layer Processor Function (LPF) is bound to a Server (So) Layer Processor Function (L-FEP).;situation
Sink CFTE Bi Component;A bidirectional component of a sink Channel Forwarding Transport Entity (CFTE).;subkind
Uni Matrix - A Sk Connected;A unidirectional Matrix connected to an Adaptation (A) Subnetwork (Sk).;situation
Bidirectional Connected Subnetwork;A Subnetwork that is bidirectionally connected.;subkind
Sink A-FEP;The sink Adaptation (A) Forwarding End Point (FEP).;subkind
Ingress SN So;The ingress point of a Subnetwork (SN) into a Server (So).;subkind
Sink AP;The sink Access Point (AP).;subkind
Sk CFTE Forwarding;Forwarding performed by a Subnetwork (Sk) Channel Forwarding Transport Entity (CFTE).;subkind
Client Section Layer;The Section layer on the client side.;subkind
Termination So Bidirectional Component;A bidirectional component of a Termination (T) Server (So).;subkind
Defined Geographical Element;A Geographical Element that has been defined.;subkind
Possible LC Connected RP;A potential connection point for a Link Connection (LC) to a Reference Point (RP).;subkind
Active Intermediate Bidirectional SN-FP;An active Intermediate bidirectional Subnetwork (SN) Forwarding Point (FP).;subkind
Adaptation Source Output;The output of an Adaptation Source.;subkind
Bidirectional Termination - Bi LPF Connection;A bidirectional Termination connected to a bidirectional Layer Processor Function (LPF).;situation
LPF Sk Bidirectional Component;A bidirectional component of a Layer Processor Function (LPF) Subnetwork (Sk).;subkind
M - Termination Sink Connected;A Matrix (M) connected to a Termination Sink.;situation
Active Sink AP;An active sink Access Point (AP).;subkind
Forwarding Rule;A rule that governs forwarding decisions.;kind
LPF - Sk L-FEP Bound;A Layer Processor Function (LPF) bound to a Subnetwork (Sk) Layer Processor Function (L-FEP).;situation
Active Sk M-FEP - Sk MC connected;An active connection between a Subnetwork (Sk) Matrix (M) Forwarding End Point (FEP) and a Subnetwork (Sk) Multiplex Connection (MC).;situation
SN - Termination Sink Connected;A Subnetwork (SN) connected to a Termination Sink.;situation
Physical Media Layer Termination;The termination of a connection at the Physical Media layer.;subkind
Termination Sink Process;The process of terminating a connection at the sink.;subkind
Matrix Output;The output of a matrix.;subkind
LP Input - Sk LP-FP Bound;The input of a Layer Processor (LP) is bound to a Subnetwork (Sk) Layer Processor (LP) Forwarding Point (FP).;situation
Bi Intermediate MC;A bidirectional Intermediate Multiplex Connection (MC).;subkind
Layer Processor Process;A process performed by a Layer Processor.;subkind
Sink PM-FEP Binding;The binding of a sink Physical Media (PM) Forwarding End Point (FEP).;situation
Forwarding Rule Sk-So;A Forwarding Rule that applies between a Subnetwork (Sk) and a Server (So).;subkind
Path-Section Layers AF;The adaptation function between the Path layer and the Section layer.;subkind
Bound Input Interface;An input interface that is bound.;subkind
Binding;The association of two or more entities.;relator
Bi A - Bi Matrix Connected;A bidirectional Adaptation (A) connected to a bidirectional Matrix.;situation
Sink M-FP Binding;The binding of a sink Matrix (M) Forwarding Point (FP).;situation
Unidirectional Matrix;A matrix that supports unidirectional communication.;subkind
LPF Output - So L-FP Bound;The output of a Layer Processor Function (LPF) is bound to a Server (So) Layer Processor (L-FP).;situation
OIC;Optical Interface Connection - A connection point in an optical network.;kind
Termination Sink;The end point of a termination function.;subkind
Composed Topological Layer;A Topological Layer that is composed of other layers.;subkind
Supporting MC;A Multiplex Connection (MC) that provides support.;situation
Termination Sink Output;The output of a Termination Sink.;subkind
T Sk Input - Sk M-FEP Bound;The input of a Termination (T) Subnetwork (Sk) is bound to a Subnetwork (Sk) Matrix (M) Forwarding End Point (FEP).;situation
Bidirectional NC;A bidirectional Network Connection (NC).;subkind
Forwarding Function CFTE;A Forwarding Function in a Channel Forwarding Transport Entity (CFTE).;subkind
Connected Relatable TC;A connected and relatable Topological Component (TC).;situation
Source M-FEP Binding;The binding of a source Matrix (M) Forwarding End Point (FEP).;situation
Sink LPF-FEP;The sink Layer Processor Function (LPF) Forwarding End Point (FEP).;subkind
Bound Output Interface PM;A bound output interface for Physical Media (PM).;subkind
SN Outtput - So SN-FP Bound;The output of a Subnetwork (SN) is bound to a Server (So) Subnetwork Forwarding Point (SN-FP).;situation
Module;A self-contained unit that can be combined with others to form a larger system.;kind
Termination Sink - M Connected;A Termination Sink connected to a Matrix (M).;situation
A Sk Input - Sk AP Bound;The input of an Adaptation (A) Subnetwork (Sk) is bound to a Subnetwork (Sk) Access Point (AP).;situation
Termination Source - A So Connected;A Termination Source connected to an Adaptation (A) Server (So).;situation
name;description;inferred_stereotype
video;A recording of moving visual images made digitally or on videotape.;kind
postRating;A rating given to a post by users.;quality
date;A particular day or time.;kind
profileView;The act of viewing a profile.;event
sportLocation;A location where sports are played.;role
neutralSport;A sport that is not gender-specific.;subkind
masterStudent;A student who is enrolled in a master's degree program.;role
text;Written or printed words.;kind
outdoor;Done, situated, or used outside rather than inside a building.;phase
ownProfileView;The act of viewing one's own profile.;event
ownProfileDetetion;The act of detecting one's own profile.;event
parkArea;An area of land used for public recreation.;subkind
clothing;Items worn to cover the body.;kind
postCreation;The act of creating a post.;event
profileEmail;An email address associated with a profile.;role
profileMessage;A message sent through a profile.;kind
winterSport;A sport that is typically played in the winter.;subkind
image;A visual representation of something.;kind
postInteraction;An interaction with a post, such as liking, commenting, or sharing.;event
productRegularPrice;The regular price of a product.;quality
